Date,Output Volume
2012-04-04,818781.85882888
2012-04-05,757509.42069767
2012-04-06,978970.69617523
2012-04-07,535161.44739992
2012-04-08,407905.51524763
2012-04-09,1224258.45206424
2012-04-10,1690730.42323737
2012-04-11,770352.48111875
2012-04-12,1664401.335596
2012-04-13,1084203.51254188
2012-04-14,856103.34143247
2012-04-15,989718.09748391
2012-04-16,1315437.76591247
2012-04-17,1568086.98331904
2012-04-18,1135726.67427242
2012-04-19,1015243.33944537
2012-04-20,678070.59656055
2012-04-21,2886833.54031195
2012-04-22,1291854.89099834
2012-04-23,847001.49884821
2012-04-24,822494.51204785
2012-04-25,711863.86911294
2012-04-26,1017037.81152443
2012-04-27,1862526.96158165
2012-04-28,1453278.16056632
2012-04-29,884551.28781524
2012-04-30,991034.12327715
2012-05-01,1058358.11446533
2012-05-02,1093293.94762137
2012-05-03,1063903.64460344
2012-05-04,1231960.47572911
2012-05-05,1142834.21266168
2012-05-06,1181805.13055089
2012-05-07,616683.1823561
2012-05-08,2311581.70889788
2012-05-09,3869909.5960768
2012-05-10,2316727.86515377
2012-05-11,1279493.36280684
2012-05-12,1637574.58573418
2012-05-13,3203413.58827032
2012-05-14,1227632.72718796
2012-05-15,2345302.21288294
2012-05-16,4123964.36975766
2012-05-17,3138699.5928937
2012-05-18,3447218.13501478
2012-05-19,1740959.70199744
2012-05-20,1310623.38336078
2012-05-21,2059656.41641324
2012-05-22,4014111.82250823
2012-05-23,3848530.0753857
2012-05-24,1717966.44401533
2012-05-25,1131960.76953981
2012-05-26,2740326.89302485
2012-05-27,4460182.35336487
2012-05-28,2118494.50238208
2012-05-29,2232186.03004038
2012-05-30,3050853.44839592
2012-05-31,2619845.8799657
2012-06-01,4695879.80925478
2012-06-02,2768711.66375161
2012-06-03,2037505.93666655
2012-06-04,1849773.78017255
2012-06-05,4819294.94515106
2012-06-06,4195253.33753421
2012-06-07,2470263.23955305
2012-06-08,4960003.31850959
2012-06-09,5303805.73654381
2012-06-10,1384116.77802259
2012-06-11,3529710.8958294
2012-06-12,2866143.28980466
2012-06-13,2628435.42839598
2012-06-14,2316775.88956083
2012-06-15,4839013.44642122
2012-06-16,3472365.18309341
2012-06-17,3872526.68824528
2012-06-18,1475901.36880189
2012-06-19,2420596.27701154
2012-06-20,2212973.03387655
2012-06-21,1657246.25545506
2012-06-22,989713.83206108
2012-06-23,2286881.90950744
2012-06-24,3072492.2723894
2012-06-25,1831904.58852556
2012-06-26,1879982.46572373
2012-06-27,1648516.53491828
2012-06-28,2109553.44221609
2012-06-29,3465333.2570141
2012-06-30,2505650.78212678
2012-07-01,1247207.58789786
2012-07-02,1390813.32763774
2012-07-03,1161533.62439289
2012-07-04,1506184.11165359
2012-07-05,2208669.55843912
2012-07-06,1995293.45982814
2012-07-07,1407848.94404202
2012-07-08,4093531.56768271
2012-07-09,812335.30346691
2012-07-10,2168011.04730045
2012-07-11,2143168.65352712
2012-07-12,1115121.04575463
2012-07-13,1411996.70808673
2012-07-14,2536409.60795717
2012-07-15,2385732.03994323
2012-07-16,1369655.79927638
2012-07-17,2156894.92363695
2012-07-18,2462544.49504054
2012-07-19,1573359.82794644
2012-07-20,1234559.34241137
2012-07-21,1690372.70150841
2012-07-22,2360892.79156197
2012-07-23,1758160.66375105
2012-07-24,2113117.61527782
2012-07-25,1743182.99764799
2012-07-26,954680.05311989
2012-07-27,2423084.0679483
2012-07-28,2073782.97034169
2012-07-29,1728774.49569667
2012-07-30,1098192.26935161
2012-07-31,979500.74672375
2012-08-01,3092936.9185116
2012-08-02,2194831.51116266
2012-08-03,1749924.11040826
2012-08-04,1378270.77965441
2012-08-05,1454596.52994085
2012-08-06,1965308.98431827
2012-08-07,1995118.21366054
2012-08-08,1946513.74927522
2012-08-09,1763651.62649655
2012-08-10,1312265.50868401
2012-08-11,1704021.21317924
2012-08-12,1602608.30278034
2012-08-13,1563929.45163236
2012-08-14,1867943.45391005
2012-08-15,1612131.9028649
2012-08-16,1674931.07504811
2012-08-17,2137258.30345831
2012-08-18,2789665.46770785
2012-08-19,2187809.86702852
2012-08-20,6006444.7346265
2012-08-21,9574747.79126604
2012-08-22,5795027.71163247
2012-08-23,7496047.98960941
2012-08-24,8052602.09767915
2012-08-25,10453693.25324238
2012-08-26,4310451.49390264
2012-08-27,3359276.5737028
2012-08-28,6742635.16891369
2012-08-29,7787476.89073273
2012-08-30,13494364.81665883
2012-08-31,11436949.64620769
2012-09-01,9875991.93782945
2012-09-02,8349532.12988026
2012-09-03,5364766.00475964
2012-09-04,3922085.39733897
2012-09-05,6268673.27837512
2012-09-06,9303209.60970655
2012-09-07,22667486.48989485
2012-09-08,17745210.27351487
2012-09-09,7519641.15327938
2012-09-10,3747142.06680826
2012-09-11,21011271.71738646
2012-09-12,18386880.03035171
2012-09-13,11340862.93563236
2012-09-14,22292015.27812257
2012-09-15,17768918.65842347
2012-09-16,7355492.14747409
2012-09-17,13433590.41638439
2012-09-18,13423085.68230128
2012-09-19,13031950.8359599
2012-09-20,31392886.38771282
2012-09-21,15933980.39500145
2012-09-22,25714317.93787794
2012-09-23,14829944.69899716
2012-09-24,7455545.17697568
2012-09-25,7949879.13233064
2012-09-26,1890301.53222358
2012-09-27,1643707.12348896
2012-09-28,1328828.16323415
2012-09-29,2606719.57669068
2012-09-30,1364322.37077647
2012-10-01,1395484.23819451
2012-10-02,1650534.91949174
2012-10-03,1949021.74526675
2012-10-04,1285787.03256556
2012-10-05,1254214.84088593
2012-10-06,2599422.15769097
2012-10-07,1938786.07160005
2012-10-08,1789550.2618236
2012-10-09,1743238.47237775
2012-10-10,1312289.29049903
2012-10-11,862098.26099985
2012-10-12,1251562.79770174
2012-10-13,2701749.82426334
2012-10-14,2632858.3151738
2012-10-15,1352926.59682753
2012-10-16,1271195.48887554
2012-10-17,2332443.78020347
2012-10-18,3597329.05061016
2012-10-19,3334456.8209997
2012-10-20,2554566.65553136
2012-10-21,2616743.39622725
2012-10-22,2349949.24865836
2012-10-23,2269495.47204874
2012-10-24,2603365.7996645
2012-10-25,1911435.57729449
2012-10-26,1399778.24410127
2012-10-27,1071556.60946324
2012-10-28,1672308.91015669
2012-10-29,910506.10018053
2012-10-30,1046751.31467877
2012-10-31,4230619.13316648
2012-11-01,3768932.03939798
2012-11-02,2544874.17153934
2012-11-03,824959.60254231
2012-11-04,1944500.36358279
2012-11-05,2372618.63279101
2012-11-06,2153096.36187909
2012-11-07,2008689.34669173
2012-11-08,1738434.15161984
2012-11-09,1294970.44598493
2012-11-10,846464.44407707
2012-11-11,416358.86195367
2012-11-12,421397.85826776
2012-11-13,484068.35044668
2012-11-14,850364.13093515
2012-11-15,1539911.19394798
2012-11-16,2528486.22218127
2012-11-17,3816556.12730171
2012-11-18,2415543.32178316
2012-11-19,2138216.34752053
2012-11-20,1303227.51048911
2012-11-21,1607410.67649173
2012-11-22,874332.95740872
2012-11-23,1515854.37281853
2012-11-24,1135841.52077835
2012-11-25,1098302.3353861
2012-11-26,817451.24926087
2012-11-27,1156447.67412597
2012-11-28,1408436.85321181
2012-11-29,1889959.70708912
2012-11-30,1188493.17177997
2012-12-01,755735.8880614
2012-12-02,625525.39388464
2012-12-03,1054187.96884709
2012-12-04,1741825.97323378
2012-12-05,2534600.38634327
2012-12-06,2903547.78907881
2012-12-07,3180430.11278871
2012-12-08,1990719.11962049
2012-12-09,988316.64291268
2012-12-10,1382480.78337089
2012-12-11,1157220.73762702
2012-12-12,1598584.19659202
2012-12-13,3533614.90291432
2012-12-14,3910985.11524043
2012-12-15,2836195.25516333
2012-12-16,1636840.84317757
2012-12-17,1864897.93559102
2012-12-18,1768909.31507163
2012-12-19,2311423.13860734
2012-12-20,1188882.37723701
2012-12-21,938723.85498588
2012-12-22,1620771.37334109
2012-12-23,1334122.82188989
2012-12-24,908912.59568512
2012-12-25,1019748.09835627
2012-12-26,611503.52355109
2012-12-27,644179.19162808
2012-12-28,840682.01114958
2012-12-29,1034860.64327972
2012-12-30,1000768.47374412
2012-12-31,729108.43110192
2013-01-01,1445441.9715301
2013-01-02,1578666.2239283
2013-01-03,1775161.18820869
2013-01-04,1811702.72473903
2013-01-05,2292886.42368283
2013-01-06,2061740.06457626
2013-01-07,1118237.20658024
2013-01-08,1672640.03444226
2013-01-09,2117337.00063204
2013-01-10,1561405.55718033
2013-01-11,1447510.35936194
2013-01-12,1257832.38010591
2013-01-13,916601.71837697
2013-01-14,921311.04801497
2013-01-15,1152099.29129449
2013-01-16,2249670.15252354
2013-01-17,2012026.44029915
2013-01-18,1851298.97296791
2013-01-19,1632056.23206621
2013-01-20,1582181.32598306
2013-01-21,1141130.88127101
2013-01-22,1205185.05491815
2013-01-23,1439129.51451228
2013-01-24,2393231.23998496
2013-01-25,1644059.03923371
2013-01-26,1521092.45957961
2013-01-27,1344764.89517545
2013-01-28,1470521.37877917
2013-01-29,1737660.84320271
2013-01-30,2427725.08635796
2013-01-31,2620838.69246284
2013-02-01,1632080.1023558
2013-02-02,1732078.05866215
2013-02-03,1391976.32123218
2013-02-04,1332364.31022425
2013-02-05,2101200.0689002
2013-02-06,1963343.06867845
2013-02-07,1825190.37985597
2013-02-08,1797242.74836607
2013-02-09,2220740.04430415
2013-02-10,1756418.25425006
2013-02-11,1346300.26998233
2013-02-12,1306508.27229681
2013-02-13,1311782.58482987
2013-02-14,1175854.78031811
2013-02-15,1543265.53251511
2013-02-16,1209245.94319838
2013-02-17,1294145.73648097
2013-02-18,1166546.63481621
2013-02-19,1192513.51567878
2013-02-20,1455733.82068597
2013-02-21,1230654.89480387
2013-02-22,1125473.38041679
2013-02-23,1508771.04280991
2013-02-24,1229609.25650536
2013-02-25,1761046.19084617
2013-02-26,1869677.44824373
2013-02-27,1572002.16001941
2013-02-28,1537762.73560565
2013-03-01,1525266.19938446
2013-03-02,1662409.58595781
2013-03-03,1439833.73204604
2013-03-04,896117.01572129
2013-03-05,1033579.00037211
2013-03-06,1873392.43626684
2013-03-07,2394911.54972945
2013-03-08,1598693.54126665
2013-03-09,1213023.81893554
2013-03-10,1009920.29597476
2013-03-11,1229486.23174588
2013-03-12,1010629.45195107
2013-03-13,1484888.91218738
2013-03-14,1509565.43134307
2013-03-15,1192653.7039849
2013-03-16,5407221.24832244
2013-03-17,2225310.24021549
2013-03-18,933868.21826377
2013-03-19,3758121.60614647
2013-03-20,1978190.33672012
2013-03-21,1816600.20917969
2013-03-22,2110000.83438805
2013-03-23,1428615.82248495
2013-03-24,1445673.8860828
2013-03-25,989315.19830794
2013-03-26,1537657.16428309
2013-03-27,2299083.40105509
2013-03-28,2321193.35068951
2013-03-29,1799157.98525857
2013-03-30,1447992.80268029
2013-03-31,1822524.15895585
2013-04-01,1554608.21252819
2013-04-02,1480801.02211296
2013-04-03,2537651.19198114
2013-04-04,2413417.47520744
2013-04-05,2295073.21225861
2013-04-06,1969475.75326894
2013-04-07,1335943.83782313
2013-04-08,1083128.87743008
2013-04-09,1541298.35001474
2013-04-10,2231033.92588007
2013-04-11,2791397.16272199
2013-04-12,2344215.11307227
2013-04-13,1758026.99653069
2013-04-14,1283248.73966095
2013-04-15,854856.64445025
2013-04-16,1041789.20015999
2013-04-17,1739868.65150554
2013-04-18,1789639.73458459
2013-04-19,5861395.91037807
2013-04-20,1785919.38927024
2013-04-21,1082912.71892737
2013-04-22,998022.04501792
2013-04-23,1640005.9808755
2013-04-24,1593528.31555318
2013-04-25,2186807.16374387
2013-04-26,1579515.80403079
2013-04-27,1205292.50603464
2013-04-28,750261.85438174
2013-04-29,616250.72974599
2013-04-30,1902959.64735842
2013-05-01,983854.96043025
2013-05-02,1346057.83406552
2013-05-03,884208.24530066
2013-05-04,797798.8957682
2013-05-05,506655.12672055
2013-05-06,627381.27798368
2013-05-07,847719.71381788
2013-05-08,979167.08744107
2013-05-09,829616.90570041
2013-05-10,705062.06006888
2013-05-11,896474.88342641
2013-05-12,682706.17704634
2013-05-13,545022.30190047
2013-05-14,1125775.43064341
2013-05-15,777959.75303301
2013-05-16,734726.24726013
2013-05-17,726662.55891372
2013-05-18,866843.26809011
2013-05-19,722957.68766389
2013-05-20,411093.86469589
2013-05-21,542204.46635442
2013-05-22,676245.58685114
2013-05-23,734722.14014792
2013-05-24,704012.01282904
2013-05-25,742577.34947154
2013-05-26,730563.21475422
2013-05-27,388161.58528711
2013-05-28,676080.9464089
2013-05-29,720905.78564887
2013-05-30,772423.46722183
2013-05-31,611997.89020688
2013-06-01,674260.27990835
2013-06-02,471132.255847
2013-06-03,432242.12168828
2013-06-04,796068.00275278
2013-06-05,639160.15002762
2013-06-06,675926.07238424
2013-06-07,756093.36825373
2013-06-08,669332.97407888
2013-06-09,398910.74621336
2013-06-10,670275.07957244
2013-06-11,478710.16085862
2013-06-12,590120.17356492
2013-06-13,563419.63755899
2013-06-14,617203.59011169
2013-06-15,696458.88763933
2013-06-16,417723.30033176
2013-06-17,524070.5176905
2013-06-18,568667.6706437
2013-06-19,638039.60874199
2013-06-20,580536.17362631
2013-06-21,761178.64179175
2013-06-22,673857.64845885
2013-06-23,429019.68828679
2013-06-24,326802.24115042
2013-06-25,621208.22523
2013-06-26,701845.65646944
2013-06-27,641208.15757531
2013-06-28,544787.42591315
2013-06-29,684103.79433285
2013-06-30,516320.85152469
2013-07-01,401458.20946662
2013-07-02,858623.41501618
2013-07-03,736810.86604553
2013-07-04,813519.04819344
2013-07-05,846502.31381716
2013-07-06,1065769.42419384
2013-07-07,695488.670411
2013-07-08,647850.06339403
2013-07-09,830273.05719151
2013-07-10,1155029.55869551
2013-07-11,1109608.98564248
2013-07-12,1037978.39572428
2013-07-13,1039484.4727311
2013-07-14,864068.53409265
2013-07-15,543853.52336885
2013-07-16,704899.15664268
2013-07-17,990444.57857023
2013-07-18,1056736.9340123
2013-07-19,995369.92556425
2013-07-20,806960.66580537
2013-07-21,486021.7310897
2013-07-22,493878.63744854
2013-07-23,897070.01879971
2013-07-24,1008341.48847269
2013-07-25,899378.68685478
2013-07-26,818609.20207491
2013-07-27,784104.53827605
2013-07-28,442976.87709113
2013-07-29,648213.3203808
2013-07-30,717783.30214908
2013-07-31,1026925.41750315
2013-08-01,871293.66619901
2013-08-02,1110842.15839569
2013-08-03,928891.39670156
2013-08-04,637558.27333174
2013-08-05,546080.61603722
2013-08-06,812109.13683232
2013-08-07,759329.46223544
2013-08-08,817935.56773036
2013-08-09,705733.54244256
2013-08-10,629099.67952655
2013-08-11,499391.81431572
2013-08-12,432056.4336577
2013-08-13,844381.63070505
2013-08-14,1327097.09642944
2013-08-15,1318608.09589312
2013-08-16,802304.41873533
2013-08-17,1086691.6834307
2013-08-18,985708.85580851
2013-08-19,798496.53828706
2013-08-20,1091751.86442321
2013-08-21,961055.6053733
2013-08-22,1309649.7164609
2013-08-23,784051.08480084
2013-08-24,835966.3108651
2013-08-25,555256.27553313
2013-08-26,548332.66134308
2013-08-27,709626.87833487
2013-08-28,896490.8554556
2013-08-29,812839.36070378
2013-08-30,2616291.3468883
2013-08-31,817541.24579797
2013-09-01,868269.0996163
2013-09-02,816589.33371604
2013-09-03,846664.35387604
2013-09-04,928163.1198023
2013-09-05,885942.58980528
2013-09-06,879908.29179287
2013-09-07,748386.3964334
2013-09-08,580862.20307812
2013-09-09,388605.21151225
2013-09-10,1039490.55107034
2013-09-11,632246.33990476
2013-09-12,821440.43612113
2013-09-13,726897.49674261
2013-09-14,636793.74578024
2013-09-15,560818.98761565
2013-09-16,392794.45653726
2013-09-17,678528.07762392
2013-09-18,638562.65839511
2013-09-19,780720.34970174
2013-09-20,843672.97641458
2013-09-21,709944.1939465
2013-09-22,447007.74958678
2013-09-23,492434.71998148
2013-09-24,1002080.5292882
2013-09-25,942108.3227167
2013-09-26,842824.59074947
2013-09-27,720138.92424791
2013-09-28,689116.93503342
2013-09-29,524141.00715998
2013-09-30,547378.59366451
2013-10-01,828245.896062
2013-10-02,1085464.35423135
2013-10-03,1176443.09783228
2013-10-04,937387.93376647
2013-10-05,776736.34639395
2013-10-06,439470.84225574
2013-10-07,422048.70591752
2013-10-08,712771.5434802
2013-10-09,702237.54109982
2013-10-10,908403.33474175
2013-10-11,749118.35967782
2013-10-12,802819.07821342
2013-10-13,695792.85768417
2013-10-14,702510.96471171
2013-10-15,913533.8215991
2013-10-16,943734.52563044
2013-10-17,996051.05458242
2013-10-18,877162.04320894
2013-10-19,907729.95783359
2013-10-20,1025796.73025956
2013-10-21,684785.57353744
2013-10-22,1058050.2014765
2013-10-23,1203968.60984527
2013-10-24,1087583.11144697
2013-10-25,1020043.43252224
2013-10-26,2814690.87772755
2013-10-27,669296.15516203
2013-10-28,515730.79788461
2013-10-29,632022.7470459
2013-10-30,1700497.85024433
2013-10-31,724428.83674695
2013-11-01,651373.86595202
2013-11-02,626968.51944106
2013-11-03,649137.71939355
2013-11-04,580535.69100749
2013-11-05,989346.77824916
2013-11-06,1114017.36678544
2013-11-07,924300.44865926
2013-11-08,1229571.880752
2013-11-09,1061780.32703363
2013-11-10,876660.45294982
2013-11-11,776205.15266557
2013-11-12,752842.04582381
2013-11-13,1102103.09471915
2013-11-14,1279424.51558417
2013-11-15,1147265.0797258
2013-11-16,2591913.21697645
2013-11-17,1454482.77175365
2013-11-18,1156269.21569317
2013-11-19,2307644.58675826
2013-11-20,2121936.0673819
2013-11-21,1658329.02226627
2013-11-22,2246803.48151651
2013-11-23,2355217.91383017
2013-11-24,1502575.65306044
2013-11-25,1503465.97463642
2013-11-26,1453197.65636594
2013-11-27,4206958.59290802
2013-11-28,3168591.78445529
2013-11-29,3421420.11900311
2013-11-30,2577984.05234365
2013-12-01,1838547.94767732
2013-12-02,1489666.67489709
2013-12-03,1460077.8757798
2013-12-04,1141052.24360995
2013-12-05,1437209.05741213
2013-12-06,1489731.74034457
2013-12-07,1146148.13040592
2013-12-08,2319715.46258963
2013-12-09,1221232.86707122
2013-12-10,1206246.1274307
2013-12-11,851682.94320042
2013-12-12,1110636.31006021
2013-12-13,892736.18478554
2013-12-14,915482.98198836
2013-12-15,612285.00169996
2013-12-16,453410.74489769
2013-12-17,2120855.94490204
2013-12-18,1542657.6630292
2013-12-19,1995077.66736538
2013-12-20,1360507.59719397
2013-12-21,967736.36579542
2013-12-22,948720.61989649
2013-12-23,921204.30327714
2013-12-24,712306.14579759
2013-12-25,990318.57321717
2013-12-26,751518.17330806
2013-12-27,626235.26647297
2013-12-28,641108.13495735
2013-12-29,565670.23970775
2013-12-30,843098.42465973
2013-12-31,802076.4735948
2014-01-01,502910.15830754
2014-01-02,523691.2926535
2014-01-03,742228.25550645
2014-01-04,869114.65399285
2014-01-05,646260.94119842
2014-01-06,915092.18412254
2014-01-07,998212.94869143
2014-01-08,933039.72527114
2014-01-09,768832.76753941
2014-01-10,602765.13182625
2014-01-11,557686.25069645
2014-01-12,430102.3981569
2014-01-13,403665.47838219
2014-01-14,540763.77533601
2014-01-15,726668.31888695
2014-01-16,615761.14284781
2014-01-17,588383.8550915
2014-01-18,426616.98268853
2014-01-19,350551.94376647
2014-01-20,572556.43852618
2014-01-21,773452.2187641
2014-01-22,618873.39429111
2014-01-23,488680.3152764
2014-01-24,503323.30772777
2014-01-25,764164.88147559
2014-01-26,439473.97455368
2014-01-27,401180.78080719
2014-01-28,918647.48648211
2014-01-29,621571.54305009
2014-01-30,483872.97702567
2014-01-31,527511.68050917
2014-02-01,396795.339134
2014-02-02,467401.04674764
2014-02-03,472184.96670119
2014-02-04,490213.41014067
2014-02-05,775958.6500596
2014-02-06,860071.94279676
2014-02-07,596966.89123563
2014-02-08,894599.31984764
2014-02-09,544084.03477755
2014-02-10,489160.54676635
2014-02-11,801242.12720744
2014-02-12,685297.46332099
2014-02-13,609491.25497925
2014-02-14,656364.35778284
2014-02-15,722752.35170089
2014-02-16,956548.67473596
2014-02-17,624437.52726089
2014-02-18,498274.69716558
2014-02-19,492804.99303669
2014-02-20,472942.63843125
2014-02-21,552537.24026459
2014-02-22,510826.85294576
2014-02-23,391932.57550004
2014-02-24,412610.89619581
2014-02-25,780152.64978812
2014-02-26,1079363.8008708
2014-02-27,698031.45187755
2014-02-28,583553.2916355
2014-03-01,600533.66369717
2014-03-02,799637.84633053
2014-03-03,560879.00868159
2014-03-04,1076678.33551739
2014-03-05,1001604.47852973
2014-03-06,686676.97272797
2014-03-07,614660.05137749
2014-03-08,2479618.27443626
2014-03-09,1611071.70302206
2014-03-10,912726.67410629
2014-03-11,1527251.52014745
2014-03-12,980870.31069856
2014-03-13,1051358.71578454
2014-03-14,787582.08135708
2014-03-15,592557.641974
2014-03-16,587593.51379147
2014-03-17,387425.41550689
2014-03-18,538545.47926639
2014-03-19,2685250.27499365
2014-03-20,1069236.50617443
2014-03-21,698218.6439842
2014-03-22,569541.67132249
2014-03-23,417782.10390093
2014-03-24,347214.9853204
2014-03-25,652640.71686901
2014-03-26,557177.41731032
2014-03-27,509033.0579465
2014-03-28,820804.74835147
2014-03-29,787863.14653422
2014-03-30,410749.90232958
2014-03-31,587385.04229951
2014-04-01,748802.354899
2014-04-02,690147.41858689
2014-04-03,741655.26589719
2014-04-04,795112.61840896
2014-04-05,661700.60055684
2014-04-06,717835.08369808
2014-04-07,441321.71720878
2014-04-08,473374.90606867
2014-04-09,450873.3409073
2014-04-10,598308.17067481
2014-04-11,863095.40583448
2014-04-12,747088.26886084
2014-04-13,401495.59346979
2014-04-14,411169.2974098
2014-04-15,611771.01272837
2014-04-16,691427.45887743
2014-04-17,780650.95957722
2014-04-18,830860.84696026
2014-04-19,764718.5830434
2014-04-20,452357.58179279
2014-04-21,418896.10679248
2014-04-22,731888.41690878
2014-04-23,885148.29165703
2014-04-24,664079.79131737
2014-04-25,429132.14713753
2014-04-26,559787.42435571
2014-04-27,327547.46422267
2014-04-28,305496.84786555
2014-04-29,579274.69918243
2014-04-30,562584.33225718
2014-05-01,490891.15895583
2014-05-02,434432.91539248
2014-05-03,672057.06510229
2014-05-04,552747.4850229
2014-05-05,449470.02924217
2014-05-06,593830.07908236
2014-05-07,676155.47117198
2014-05-08,851307.48399065
2014-05-09,1368373.59840119
2014-05-10,1235442.68432085
2014-05-11,663216.90297483
2014-05-12,448145.70652622
2014-05-13,541027.58120281
2014-05-14,673774.70248796
2014-05-15,727237.12384397
2014-05-16,825358.23976794
2014-05-17,638581.92716252
2014-05-18,483234.41254272
2014-05-19,279975.01766247
2014-05-20,515109.12500752
2014-05-21,1500062.02898012
2014-05-22,733040.25989569
2014-05-23,773623.54261553
2014-05-24,1258705.4620174
2014-05-25,908170.59305387
2014-05-26,815359.24452992
2014-05-27,751101.36629
2014-05-28,958560.97413198
2014-05-29,877697.25287692
2014-05-30,639430.07264748
2014-05-31,930092.94096429
2014-06-01,580667.76549008
2014-06-02,740017.86977886
2014-06-03,969422.97205084
2014-06-04,866626.06786034
2014-06-05,1069391.94639169
2014-06-06,929359.85731306
2014-06-07,1027337.42001676
2014-06-08,626308.41401184
2014-06-09,740641.32876247
2014-06-10,378932.49848541
2014-06-11,608267.04231849
2014-06-12,526936.24565458
2014-06-13,1110733.07292469
2014-06-14,726258.97689755
2014-06-15,457904.25455944
2014-06-16,477300.93778989
2014-06-17,708192.77572757
2014-06-18,478221.34212905
2014-06-19,547571.94100661
2014-06-20,721440.54506589
2014-06-21,553739.76139801
2014-06-22,457205.9850761
2014-06-23,528433.1783596
2014-06-24,638962.68265477
2014-06-25,847325.2129946
2014-06-26,499805.09180802
2014-06-27,513576.60386108
2014-06-28,476510.03567575
2014-06-29,341400.62793317
2014-06-30,372262.30694621
2014-07-01,690414.85248433
2014-07-02,883041.33154744
2014-07-03,923325.4084245
2014-07-04,585586.28575003
2014-07-05,391345.89341083
2014-07-06,410462.98688586
2014-07-07,373707.39687071
2014-07-08,471358.48010563
2014-07-09,365965.49212081
2014-07-10,478979.64346466
2014-07-11,494459.28621923
2014-07-12,423748.93563091
2014-07-13,466021.1008503
2014-07-14,469496.21949019
2014-07-15,517581.29284452
2014-07-16,567426.20024953
2014-07-17,583780.1903113
2014-07-18,469972.5985523
2014-07-19,502408.08566205
2014-07-20,301057.35527434
2014-07-21,294530.15182507
2014-07-22,434769.584809
2014-07-23,379699.867476
2014-07-24,408684.29463637
2014-07-25,533592.12148593
2014-07-26,491997.63076379
2014-07-27,310323.38275336
2014-07-28,254631.87338616
2014-07-29,487589.12294896
2014-07-30,508303.75614448
2014-07-31,401241.79254947
2014-08-01,431587.67510093
2014-08-02,450097.86120809
2014-08-03,396305.14246965
2014-08-04,410853.4390839
2014-08-05,430759.37347858
2014-08-06,622504.1820528
2014-08-07,445863.64315039
2014-08-08,425915.77295063
2014-08-09,336405.18004863
2014-08-10,358078.49611611
2014-08-11,370968.37051778
2014-08-12,542016.70045938
2014-08-13,754652.82242625
2014-08-14,685567.61345947
2014-08-15,772105.00502913
2014-08-16,745553.1488763
2014-08-17,664380.87725331
2014-08-18,516173.40053006
2014-08-19,996019.66214622
2014-08-20,623641.46954089
2014-08-21,556698.60910324
2014-08-22,767057.43535424
2014-08-23,3168527.63509287
2014-08-24,701963.95515077
2014-08-25,413403.40391041
2014-08-26,976652.36619921
2014-08-27,1769219.83949451
2014-08-28,1428374.77516966
2014-08-29,722344.00557573
2014-08-30,603291.32132523
2014-08-31,577530.26187454
2014-09-01,543093.59245659
2014-09-02,683288.25068193
2014-09-03,577154.29157967
2014-09-04,484486.56040244
2014-09-05,444068.27959354
2014-09-06,518921.11366554
2014-09-07,282854.49531384
2014-09-08,370779.79464518
2014-09-09,505449.24720855
2014-09-10,514504.8459883
2014-09-11,480847.70265433
2014-09-12,443856.24343656
2014-09-13,450063.14945319
2014-09-14,317955.80361122
2014-09-15,376901.47022034
2014-09-16,450058.53628608
2014-09-17,454381.95155836
2014-09-18,453924.24040343
2014-09-19,699911.96080125
2014-09-20,716110.22926262
2014-09-21,750833.6967586
2014-09-22,781846.04471321
2014-09-23,536879.25612339
2014-09-24,824566.06258273
2014-09-25,871304.08880238
2014-09-26,677624.44838019
2014-09-27,555583.11252168
2014-09-28,512206.02499473
2014-09-29,471698.36038919
2014-09-30,710668.14262688
2014-10-01,653333.33892882
2014-10-02,703948.10583909
2014-10-03,598042.51316476
2014-10-04,728186.09122352
2014-10-05,643018.77518143
2014-10-06,924978.48746976
2014-10-07,1144153.64547525
2014-10-08,829714.69124551
2014-10-09,908995.26170161
2014-10-10,963387.26546085
2014-10-11,984226.44643683
2014-10-12,583693.27022451
2014-10-13,478149.03680674
2014-10-14,768883.46088487
2014-10-15,902298.21437796
2014-10-16,1185399.50630067
2014-10-17,1053421.01188916
2014-10-18,896749.5781516
2014-10-19,599408.54369123
2014-10-20,458478.47008124
2014-10-21,828943.53001163
2014-10-22,576824.02806016
2014-10-23,857166.17943059
2014-10-24,1084349.81730756
2014-10-25,805940.30365789
2014-10-26,805554.279786
2014-10-27,872547.2964716
2014-10-28,1082560.63395999
2014-10-29,839321.78843308
2014-10-30,802949.06660206
2014-10-31,705066.96060374
2014-11-01,1278058.66341992
2014-11-02,756693.93027263
2014-11-03,485165.46925307
2014-11-04,1071405.65041479
2014-11-05,1157271.15036678
2014-11-06,946713.82479136
2014-11-07,771866.33343101
2014-11-08,819747.05758387
2014-11-09,572498.73026264
2014-11-10,542367.20253325
2014-11-11,943468.06594783
2014-11-12,685092.99199841
2014-11-13,1185696.56920685
2014-11-14,1573384.47094112
2014-11-15,964317.52100195
2014-11-16,785958.41119478
2014-11-17,735057.36475269
2014-11-18,825655.69355472
2014-11-19,987879.11962307
2014-11-20,981426.86918002
2014-11-21,997031.32347882
2014-11-22,1306149.50486506
2014-11-23,778884.47476317
2014-11-24,615995.02485836
2014-11-25,807360.61044935
2014-11-26,933200.59155741
2014-11-27,1064013.7506929
